tweet_id,customer_text,brand_reply_text,created_at
1233764,I'll post tomorrow. I recently resorted to exporting&amp;uploading Premiere Pro mp4 2-pass H264 UHD but miss 300Mbps XAVC's better Youtube image,"Hi there, XAVC is a supported format for Export. Please share us the URL after posting in Adobe Forums. Thanks. ^VS",Mon Oct 16 01:19:17 +0000 2017
1740541,Tried to sign in to #LightroomMobile. Nope. Tried to update . Nope. #CX #Fail …,"Hi Rick, could you please let me know what error do you get when updating Lightroom from Creative Cloud. ^Tanuj",Tue Nov 07 16:32:23 +0000 2017
1155030,"I'm on Sierra 10.12.6, and crashed when I tried to use the eyedropper tool within a table. Found a workaround, though, no need to jump ship!",Thanks for the confirmation and really sorry for the inconvenience caused. ^OM,Tue Oct 24 22:41:34 +0000 2017
2303768,". is it possible to apply Fuji Film Simulations (Classic Chrome, etc) to RAW files in the new version (Lightroom CC)? Many thks.","Hi Will, this feature is not available in Lightroom CC as of now. ^SC",Thu Oct 19 20:55:13 +0000 2017
1045905,"tnx 4 rply, but I've already ran PS scripts to remove,hopefully it'll stay gone, but it's always...well...",Thanks for the update. Please let us know if you have any questions or need further help.^SV,Sat Oct 14 19:13:09 +0000 2017
2639023,Photoshop doesn’t bring up the new export menu anymore. It just spins the loading icon.,Hi Nathan could you please let us know which version of Photoshop are you using &amp; which operating system are you working on? ^Sahil,Fri Nov 17 21:18:11 +0000 2017
850820,"Hi, any update on this? I clicked the link and sent a message but got no reply.","Hi Jonathan, You can download it from the CC Desktop app itself. I've attached a screenshot of the workflow, please check. ^OM",Fri Oct 20 21:58:54 +0000 2017
2478379,"Getting a GPU rendering error with color corrected RED camera footage in Adobe Premiere with GPU, seems to be working with CPU rendering but will take 9 hours to render instead of 18 minutes. #Ouch","Hey Barnacules, have you looked around the timecode where the renderer fails? If there are any effects/transitions/LUTs, try removing them and see if it works. Thanks ^RK",Wed Nov 15 14:34:00 +0000 2017
266796,"Sí, gracias, ese teléfono lo intenté varias veces pero no me funcionó. De todas formas ya contacté con el número de UK y todo está resuelto, gracias.",Woohoo! Glad to hear it's working now. Let us know if we can help with anything else in the future!,Thu Oct 05 23:36:52 +0000 2017
294,your online forum is always broken even when I clear my cookies.,"Hi Lauren, can you try changing your forum screen name at That should do the trick! ^Madison",Tue Oct 31 21:52:49 +0000 2017
282116,Why won't just give me a good phone number to call for support?!? I hate bouncing back to the same link online.,"Hi Ashley, we’re really sorry to hear that. Can you provide more detail on your issue? We’re here to help! ^AJ",Fri Oct 06 11:25:33 +0000 2017
2753265,First experience with freshly purchased Lightroom CC — I can’t sign in with Adobe on my iPad and to contact support I need to be signed in ¯\_(ツ)_/¯,"Hey Andrey, are there any errors when you attempt to sign in on your iPad? Could you DM us your Adobe ID and a picture of the screen when you attempt to sign in? -MR",Tue Nov 21 00:47:35 +0000 2017
404573,Illustrator repeatedly drops GPU support for Illustrator. Restarting/resetting preferences fixes for a short time. Known bug?,"Hi there, which OS are you using? And are you using the latest version of Illustrator? ^Wren",Mon Oct 09 21:06:13 +0000 2017
1190081,Thanks for the new Lightroom releases. But the performance increase in the library module needed to be higher than 50%. Not zero.,"Hey Jay, are the performance improvements in Lightroom Classic CC not working with you? Can you describe what's occurring? -MR",Wed Oct 25 00:50:53 +0000 2017
1957863,Lr Classic CC 7.0.1 macOS Sierra ver. 10.12.6,Could you please try testing Lightroom's performance in the Root user account and share the results with us? ^SC,Mon Oct 30 22:31:30 +0000 2017
2350152,is there a way to only get Adobe illustrator on a student plan without all of the other applications? I'm really not feeling CC subscriptions and would rather buy outright than be forced to pay every month.,"Hi Zach, unfortunately Single App Plans are only available for Individuals (no Student discounts). If you're interested, you can sign up here: Thanks! ^Madison",Mon Nov 13 16:43:44 +0000 2017
276687,Hello i want to deactivate Photoshop CS3 to install it on a different computer but it does not deactivate. Internet connection OK,"Hi Jef, go thru the steps in this link. Let us know if this helps. We are here to help! ^A",Fri Oct 06 07:41:56 +0000 2017
1233789,", someone wanna tell me why I can’t upload PDF’s to Behance? 🤔","Hi Kathleen, I am looping in our to help answer this for you. ^SV",Mon Oct 16 01:04:13 +0000 2017
304717,"Working on creating a second catalog, LR says I can only sync from one catalog at a time though, says if I switch what catalog I am syncing photos that are already synced will be added to the new catalog. Will this mess with my original catalog?","That might remove the images which are already synced, however you can try signing out and signing in on the Lr mobile app then clear the cache of the mobile app from within the a itself, then flag few images on desktop Lr collection &amp; see if they sync fine on your Lr mobile. ^SC",Fri Nov 10 23:36:01 +0000 2017
2328388,I am in the same situation - running latest version of Premiere on Windows 7 and need the Dolby Audio codec for a current project. Can an expert contact me as well?,"Hi Lori, Please DM us your Adobe ID, call back number, and time to reach you. Kind Regards, ^KM",Mon Nov 13 20:55:05 +0000 2017
1886172,"So you're saying, the graphics card I use to make photo editing easier, I need to turn off this support!?!? What the fuck,",We're so sorry for the frustrating experience. I have looped in an expert for advice. Please excuse the delay due to weekend! ^A,Sun Oct 29 05:17:00 +0000 2017
2072751,can’t access my photos in LR mobile now till I pay the ransom of CC. Not letting me edit is one thing but this is shady as hell…,"Hi Neil, are you trying to sync photos from LR on your desktop to LRM? If so, the ability to sync is a feature of a CC subscription. -MR",Tue Oct 10 00:34:10 +0000 2017
1144880,It's not knowing how to do the update with the Cloud apps attached that's the problem. Can I get a solution or should I just phone in?,"Such type of issues are best resolved if you call or chat with support engineers, they can even remote into your machine to help. Please..",Thu Oct 26 03:06:59 +0000 2017
98497,"hi, is there a way to upgrade from LR4 to LR6/«Classic»? Can't find any link on your site. Please note I'm NOT interested in your Creative Cloud solutions.","Hi Federico, please follow &amp; DM us your Adobe ID(email) so we can look into it. Thanks! ^AJ",Thu Nov 30 16:31:20 +0000 2017
2328236,"In an incredible fuck you, InDesign decided to corrupt Issue 5 meaning it won't print and I've to put the whole thing into a new spread meaning paper isn't out until Wednesday :))))))))))","Hi Rachel, Sorry for the inconvenience caused. If I get your issue, you are not able to print using InDesign? Would you mind sharing more details, so that we can try to assist you and get this fixed? ^OM",Mon Nov 13 14:47:34 +0000 2017
2484840,"Also, , I’m having issues with text leading in Photoshop - I can’t type in my own settings &amp; have them stick.","Hi Finn, we're looping our Ps expert for help. Thanks ^NR",Wed Nov 15 15:40:37 +0000 2017
2466326,When will APFS be supported?,"Hi, please submit a product feature request here for this. ^SV",Sun Oct 29 20:17:54 +0000 2017
2364084,Wowwww the lastest update fixes it. YOU ARE GREAT !! Many thanks !!,That's great to know that your issue is fixed. Let us know if you require any further help. Thanks! ^AJ,Wed Nov 15 21:51:12 +0000 2017
51883,"Tried, didn't see any noticeable difference",Could you please let us know where are you importing the files from? ^Sahil,Thu Nov 02 21:47:56 +0000 2017
1834931,Bro downloading premiere pro is such a fuckin headache,Let us know if you need any help! ^RB,Wed Oct 18 05:53:23 +0000 2017
1054990,Yes i have before its just recently the option isn’t clickable,You may try a simple reboot of your computer to see if it helps. ^SV,Sat Oct 14 21:15:56 +0000 2017
2078766,"at customer support, the more you wait, then the more you wait #adobe #fail","Hi Andrei, we’re so sorry to hear this. Can you provide more detail on what’s going on? We’re here to help, just need more info. ^Madison",Mon Oct 09 16:39:27 +0000 2017
1057917,"Restarted, checked. Unprintable layer still not in italics. Window title bars still doubled.","Hi Cristian, Sorry for the confusion. It has been reported as a bug (Mac only) and the team is working on it. ^OM",Mon Oct 23 21:12:53 +0000 2017
2364097,"Here’s the issue, I figured it out though - “Use Graphics Processor” forces scrubby zoom, because that makes total sense 😒","Thanks for letting us know, I will also loop in an expert to review &amp; respond. ^Raj",Mon Nov 13 22:52:14 +0000 2017
1105942,"After downloading 2017, my timeline basically is even worse. Almost all of my media is “offline”","Hi Nolls, are you using any AfterEffects compositions in the projects? What is the location of the footage? Have you tried to relink? ^VS",Tue Oct 24 02:00:03 +0000 2017
1262438,Canceling my subscription is making me REALLY emo so who has a cheaper creative outlet I can try?,"Hi Thomas, we're really sorry to hear that. . Can you provide more details on your issue? We're here to help! ^A",Mon Oct 16 05:11:43 +0000 2017
1209381,2017.,Thanks for confirming. We're looping in an expert who can help you out here. They will reply as soon as they're available. ^NR,Wed Oct 25 09:28:05 +0000 2017
2651686,"Quiero comprar el paquete adobe para estudiante universitario y cuando termino la operación, me dice que falló el pago! ya probé con varias tarjetas.. Cómo tengo que hacer?","Hi, can you please follow us &amp; send us a DM with your Adobe ID email? Have you checked with the credit card company to find out what is the reason for the failed payments? ^SV",Sat Nov 18 17:30:07 +0000 2017
2582352,Using InDesign CC 2018 with OS Sierra 10.12.6,We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Raj,Thu Nov 16 22:35:00 +0000 2017
624977,my Creative Could have problem with the dinamic link how can i repair?,"Hi Ramón, sorry to hear this. Could you please DM more details about the issue? are you getting any error message? Thanks ^NR",Fri Oct 27 11:36:39 +0000 2017
1038451,"I can almost live with the random crashes in 2018, but losing render files is the biggest demotivator.","Hi Jason, I will loop in our expert to help you with this issue. He will be able to reply soon. ^SV",Mon Oct 23 02:40:05 +0000 2017
2391627,"I record and send it to Twitch as CBR, I don't know if the converted file they send back ins VFR, unfortunately. But it works fine if I change the ending from *.mp4 to *.mov though.",Thanks! We've passed this info on to our expert- they will review and get back to you ASAP. ^AJ,Tue Nov 14 14:54:35 +0000 2017
1408636,muse is absolute garbage,Sorry to hear that! Let us know if you need any help. ^B,Wed Nov 01 22:24:04 +0000 2017
1857231,"Grabbed the new Photoshop (2018) - when I try to ""get more brushes"" I'm redirected to a default Adobe UK page. Any idea why?","Hi Simon, Please restart Photoshop and your browser. It should take you to this page Thanks, ^AK",Wed Oct 18 15:50:28 +0000 2017
720812,"hi, are you aware of this bug?","Hi Jim, we're looping in an expert who can help you out here. They will reply as soon as they're available. ^AJ",Mon Oct 23 15:47:48 +0000 2017
1897249,"Also, cannot resize the layer panel to make the column skinnier fyi!","There is a a default size of every panel is Ps, and it cannot be resized beyond that. Could you share a screenshot with us? ^SC",Tue Oct 24 21:04:54 +0000 2017
2449296,"Yea seems to be, I'm updated on both CC and OSX so not sure why still not working?",Let's troubleshoot further on our forums. Can you post here &amp; send us the URL? [ We'll follow up on your thread. Thanks ^RK,Fri Nov 17 15:15:18 +0000 2017
455917,Will do. I'll report back. Thx.,Give us a shout if you need anything else. 👍^Raj,Fri Dec 01 01:03:24 +0000 2017
2775582,"Hi, I have a question about applying a redemption code - I currently am using a 3 month one, can I wait until that ends to apply the new one? I don't want to waste it obviously. Would the new one cancel the current one out or start when this one finishes?","Hi Liam, we're looping back into this conversation. Thanks! ^AJ",Tue Nov 21 15:09:29 +0000 2017
7861,"Mmmk, Design Twitter. Can anyone explain why when I place my 1920x1080/72ppi image in my 1920x1080 doc, it isn’t the right size?","Hi there, what's the file type of the image you're trying to place? Have you tried re-saving the image? ^Wren",Tue Oct 31 23:38:29 +0000 2017
2328241,I am a very small but busy self employed graphic designer and I need to upgrade my creative suite software. Is my ONLY option to now pay monthly for the same software!? I can not afford an additional monthly outgoing whereas a one off purchase is doable,"Hi there, sorry to say but we have Creative Cloud All Apps and you can signup for one year (Prepaid) here Let us know if it helps. ^AJ",Mon Nov 13 14:12:59 +0000 2017
2013021,"Hey , I can't sign in to my account. I can't use Photoshop. Your support says try again in 24hrs. What! Not cool.","Hi Scott, would you mind private messaging us your Adobe ID (email) so we can look into this? Thanks! ^ZA",Sun Nov 05 15:27:22 +0000 2017
197155,Hi. I have huge problems with Photoshop in High Sierra. Please help.,"Hi Harri, sorry about this! It is a known issue, please see here for more info and solution: Thanks ^NR",Wed Oct 04 09:56:44 +0000 2017
1302707,Anyone else having issues opening Photoshop since updating? cc,"As you have an active subscription, please contact our support engineers via Thanks ^Raj",Fri Oct 27 00:31:20 +0000 2017
1754297,"I've been trying to get into adobe sketch, but it doesn't let me zoom really close. That's great",Let us know if you need any help! ^RB,Sat Dec 02 07:39:50 +0000 2017
1064803,At wits end. Paying monthly with no option to own the software and TONS of crashing. Looking into other options at this point.,Which apps are crashing for you? Are you receiving any errors? Which OS are you using? ^SV,Sat Oct 14 22:26:19 +0000 2017
1023753,I'm on all Cloud. Adobe Color Printer Utility...1. will not cooperate. No dash board &amp; Targets have no diamonds to line scope.,"Hi, could you please confirm which version of Photoshop you are using? Thanks ^NR",Tue Oct 24 10:19:18 +0000 2017
1412379,The only impression it has left on me is that they don't want me as a customer in the future. It's a shitty way to conduct business.,Would you mind providing more details about the issue? We'd certainly follow up. ^Raj,Thu Nov 02 01:05:28 +0000 2017
2894386,"Same file, every time i open it it reverts back. The right to left text tool, the keyboard shortcuts, the workspace. Really not cool","This really sounds unusual. Please reset the preferences once. It will delete the current settings and then make the required changes, close Illustrator and re launch to check. Here's how you can reset preferences: ^OM",Tue Nov 28 19:36:00 +0000 2017
2364058,"No none, software and OS are all up to date.","Hi Ilias, Are you trying to draw artwork using the Pen Tool? Brush Tool should be better for freehand drawing, I believe. If I misunderstood, please feel free to elaborate a little bit, may be with a screenshot, so that we can assist you. ^OM",Wed Nov 15 15:11:53 +0000 2017
209441,how do I get this on a basic dvd without reducing its quality..,"Hi Marvin, I am looping in our expert team to help answer your question. Thanks! ^AJ",Wed Oct 04 19:09:27 +0000 2017
659113,"I have not had to do that or tried it yet, but if/when I see it again I will try that first.","Daniel, Please let us know if this does not resolve your issue. We can continue troubleshooting this issue with you. ^SV",Wed Nov 22 23:12:12 +0000 2017
467808,"Hi, I’ve even tried to perform clean install. Driver was downloaded from nvidia official website of course. One more thing I’ve noticed is that premiere pro keeps using my cpu after closing for hours.",Thanks! We've passed this info on to our expert- they will review and get back to you ASAP. ^AJ,Fri Dec 01 21:32:47 +0000 2017
2646771,sos help,Would you mind providing more details about the issue? We'd certainly follow up. ^Raj,Fri Nov 17 22:29:50 +0000 2017
2569077,na 2 en een half uur bellen ben ik eindelijk geholpen. Jullie zijn niet echt toegankelijk met je matig Engels sprekende Indiase helpdesk!,I'm so sorry for the frustrating experience. Please feel free to tweet us back here if you have any further trouble. ^B,Mon Oct 30 16:00:26 +0000 2017
1849177,Ok perfect. Thank you very much for your help!,Give us a shout if you need anything else. 👍,Thu Oct 19 00:58:14 +0000 2017
1875835,... the answers they were providing were going to be informative.,How can we help you with your Adobe Creative cloud apps and cloud storage? Please provide more details so we can look into it. Thanks ^A,Sun Oct 22 05:01:08 +0000 2017
561490,of course my adobe license would expire at the end of this semester. fuckkkkkkkkk,"Hi, can you please follow us &amp; send us a private message with your Adobe ID? We can look into this for you. ^SV",Sat Dec 02 22:38:03 +0000 2017
380664,Thanks for not helping me with my issue on my account being charged.. Never gonna use your products again.,"Hi Terry, we're so sorry for the frustrating experience. Can you provide more details on your issue? We're here to help! ^A",Mon Oct 09 07:17:09 +0000 2017
1316281,"I've got no choice but to hunt down the single computer we have with the latest InDesign, and so help me, if that fucking file is wrong...",Let us know if you need any help! ^RB,Fri Oct 27 07:35:07 +0000 2017
1421850,Oh thanks. Imma try this tommorow. And imma let you guys know. Thanks for the response,Sounds good! Keep us posted. 👍 ^Britt,Fri Oct 27 18:12:37 +0000 2017
1222479,So how are those hotfix patches coming? Because the Text Leading bug/issue is going to drive me certifiably insane :),"Hi there, I am looping in our expert team to help answer your question. Thanks! ^AJ",Wed Oct 25 15:40:58 +0000 2017
1973303,Argh! I finally felt like I was getting to grips with Adobe Premiere Pro when it just crashed and I lost past 30 minutes or more! 😭,"Hi, sorry to hear Premiere Pro crashes. Could you please DM more details including version and error message so we can assist? Thanks ^NR",Wed Nov 01 11:19:34 +0000 2017
1852255,"No problem, thank you.","Hi there, You may try and reset the Photoshop preferences back to defaults and check if that helps. Refer: ^MG",Thu Oct 19 03:21:13 +0000 2017
1341561,Not in my version of 2018 (Mac) Still cannot see the incorrectly spelt word properly in all themes. This is bad.,Thanks! We've passed this info on to our expert- they will review and get back to you ASAP. ^AJ,Fri Oct 27 15:36:06 +0000 2017
2742862,please stop deleting my drawing. Thank you,"Hi, we're sorry to hear that. Could you please provide more details on your issue? Like the device and OS information and also the version of the app. Also, can you check if your files are saved here: Thanks! ^SK",Mon Nov 20 18:36:35 +0000 2017
1342879,"Fresh install, tried launching with that, same error.",Can you start a chat with our support rep to get it checked? Thanks ^RK,Wed Oct 18 16:35:48 +0000 2017
1196778,how about instead of that you fix media encoder thanks,"Hi, how can we help? Which issue are you having with the Adobe Media Encoder? We can loop in our expert to help you. ^SV",Mon Oct 16 00:01:45 +0000 2017
1185688,"Good suggestion, but also didn't work. I'll check my Internet connection. I'm trying to tag photos from different collections. Any other tips? I'm going to pick up tomorrow.","I would suggest signing out and resigning back, ""Don't"" uninstall and reinstall the application. ^Tanuj",Tue Oct 24 23:52:02 +0000 2017
900562,I had thought I had lost it all after chatting with support a few days ago. But I temp. Renewed my student license and it’s all still there! Moving them over now. Thank you so much for your help!,Great to hear you got access again and they were all still there! ^DB,Mon Oct 16 20:48:03 +0000 2017
491305,Anyone know a lot about inDesign? I’m getting some weird “Kepp With” errors.,"Hi Thom, what's the exact error message you're seeing? ^Britt",Fri Dec 01 00:43:15 +0000 2017
2975546,"Sometimes I get frustrated with you, , but boy howdy am I ever pleased with your customer support today. ❤️",Great to hear! Give us a shout if you need anything else. 👍^Raj,Thu Nov 30 02:08:08 +0000 2017
1787202,I genuinely feel like I'm being robbed for canceling a service I used for less than an hour total,"Hi, we’re so sorry to hear this. Can you provide more detail on what happened? We’re here to help, just need more info. ^Madison",Wed Oct 11 17:01:57 +0000 2017
277404,macOS 10.13. Don't see it happen if I launch from admin account. But surely you aren't suggesting I run PS as admin?!? :),We do recommend running PS as admin. I assume your regular account is also admin. There may be something in the account conflicting. 1/2 ^PG,Mon Oct 30 20:08:53 +0000 2017
2449298,,Thanks! We've passed this info on to our expert- they will review and get back to you ASAP. ^AJ,Fri Nov 17 15:33:38 +0000 2017
750061,Very high noise on the subjects head. This was shot at 800 iso. I am working with the most recent IOS update. Crashed on me 2x in 24 hours.,"Hi Travis, we've passed this info on to our expert- they will review and get back to you ASAP. ^AJ",Wed Oct 25 16:23:32 +0000 2017
2072783,No dice. Even worse. It appears as this. I am 10 sec away from contacting support on this. Been wracking me for days now.,"Hi, Sorry you're having trouble copy/pasting text into captions. Not seeing that here. Are these open or closed captions? Thx, ^KM",Tue Oct 10 00:50:15 +0000 2017
212120,can I just say that your customer care agents are freaking amazing! Some of the best customer service I have experienced!,Thank you for the feedback! ^NR,Wed Oct 04 07:18:28 +0000 2017
20608,. I can't sign in to the Creative Cloud application anymore. If I hit Sign in I get the loading animation and then the same window appears again. I've tried reinstalling - it just keeps happening again. Any ideas?,Please refer to in or Let us know how it works. ^Raj,Wed Nov 01 07:07:13 +0000 2017
2356280,30 years in the game and the character leading parameter in PS CC is finicky and unusable. Your programers can't figure this brain-buster out? This is a known issue. We pay good money for your software... FIX THIS! #SMH #BBB,"Hi there, sorry for the trouble, our Engineering team is working on priority to get this issue fixed, would request you to please add your vote at: . ^Tanuj",Mon Nov 13 19:01:02 +0000 2017
2179956,Using PS CC 2018 on OSX 10.12.5. There is a bug when using up and down arrows to adjust line spacing in Character tool window. It doesn't adjust in small increments... and jumps massively. #adobecc2018 #photoshop,"Hi Michael, we're looping in an expert who can help you out here. They will reply as soon as they're available. ^AJ",Thu Nov 09 16:05:39 +0000 2017
1853982,"Awesome update to Creative Suite totally wiped out my desktop shortcuts, thanks for that… #Sarcasm",Sorry to hear that! Would you mind providing more details about the issue? We'd love to help. ^Raj,Thu Oct 19 05:03:13 +0000 2017
230970,Hello. Here are the 3 latest PS crashes:,Thanks! We've passed this info onto our expert- they will review and get back to you ASAP. ^NR,Thu Oct 05 08:59:35 +0000 2017
1976412,"I work with schools whose tech ppl are not informed &amp; always like to delete, so schools lose their vendor plugins which cost them time. $$$","Chuck, I understand your point with how this can occur with students not seeing the option. Please submit the request a simple option. ^SV",Wed Nov 01 19:44:31 +0000 2017
193705,"Nope, this doesn't work. Transferred to new catalog but it is still very slow.",could you please let us know how many images does your catalog have and what is the size of the catalog? ^SC,Mon Sep 25 15:47:21 +0000 2017
407016,"macOS Sierra, Illustrator CC 2017 21.1. Yes, but not on all groups of layers",Can you try opening Illustrator on a new user account on your computer? Wondering it's a computer account problem. ^Wren,Mon Oct 09 21:32:06 +0000 2017
2832803,I am getting a problem with fonts not display correctly in Adobe Illustrator for Mac. Can you help?,"Hi Dan, Sorry to see that you are facing font display issues in Illustrator. Are you outlining the fonts? Are they simply created using the Type tool? If yes, please disable the GPU performance in the preferences or simply click on the rocket symbol on the top panel. ^OM",Mon Nov 27 16:18:33 +0000 2017
412979,It's interesting because I'm trying to get through right now and as the number of customers in line decreases my wait time increases. My wait time has been between 5-7 minutes for the past 15 minutes. Unbelievable.,Would you mind providing more details about the issue? We'd certainly follow up. ^Raj,Sat Nov 25 05:56:45 +0000 2017
2347454,I had it fixed. Thanks,That's great to know that your issue is fixed. Let us know if you require any further help. Thanks! ^AJ,Mon Nov 13 17:24:16 +0000 2017
2317848,"And still no support for presets in Lightroom mobile (or ""Lightroom CC"" for that matter)? How do you think people actually work?","Hi Bilal, I would request you to please add your vote at: . ^Tanuj",Thu Oct 19 23:06:10 +0000 2017
847624,I was converting in library after the import,"Hi Brett, did you update Lightroom to the latest version Lightroom Classic CC and then convert the images to DNG and see if you can. ^TS",Fri Oct 20 19:40:49 +0000 2017
114227,"You guys are working on the Ae one frame short render issue right?? I've submitted a bug report already, I just want some reassurance. I've had to render a lot of my stuff twice because I'm assuming Ae will do what I tell it to do. It's a bit frustrating.","Hi there, we're looping in one of our experts who can help you out here. They will review and reply as soon as they're available. Thanks ^NR",Wed Nov 22 08:08:04 +0000 2017
1200501,Why does CC CONSTANTLY do this!?! I don't enjoy paying $75 p/mth for crashy software!,"Please refer to , let us know how it goes. ^Raj",Wed Oct 25 05:27:38 +0000 2017
696553,"Hi Adobe. How can I remove these artefacts? First picture exported with Lightroom cc, second with Lightroom Classic on my desktop. I pumped up the light for a better comparison.","Hi Steffen, are you on a Windows or mac computer? Also, does the image appear fine when viewed in Lightroom CC app? Is Lightroom CC updated to 1.0.1 version? ^Tanuj",Tue Nov 21 15:39:07 +0000 2017
1282318,1. Thx for reply. I’ll try to explain. First crashes occurred in Develop while editing - Picks or rejects - or selecting “previous image”,Thanks! We've passed this info on to our expert- they will review and get back to you ASAP. ^AJ,Wed Nov 08 17:16:04 +0000 2017
2055591,. Why do i get a 404 when i click on UNSUBSCRIBE in one of your marketing emails?,"H Pat, we're sorry about this- can you forward one of the emails affected to me at mamurphy[at]adobe[dot]com ? I'll take a look at this ^M",Fri Oct 06 18:04:27 +0000 2017
2266696,"I seemed to have resolved the issue, thanks anyway! &lt;3",Thanks for the update. Please let us know if you have any questions or need further help.^SV,Thu Oct 19 18:30:14 +0000 2017
1701828,FUCKING FACE DETECT IS KILLING ME HERE ADOBE WHY DID YOU DO THIS?,"Hi Karōshi, could you please let us know which version of Photoshop are you using and on which operating system? ^Sahil",Mon Nov 06 21:02:09 +0000 2017
1212147,Hi how can I export my picture taken from lightroom mobile to a specific folder of my camera roll ?,"Hi there, please check the info documented here in the section 'Import and organize'. Thanks ^NR",Wed Oct 25 11:59:38 +0000 2017
2398799,Why does the discount amount of your student/teacher creative clound amount change after the first year? Seems shady...,"Hi Niki, the introductory pricing is for the first year, here is more info on this offer: Thanks ^NR",Tue Nov 14 13:30:18 +0000 2017
2579828,adobe corporate office repeatedly hung on me.,"Hi Josh, we are sorry to hear this happened. How can we help you? Can you please follow us &amp; send us a private message with your Adobe ID email with details for your issue? We would be happy to help you here. ^S",Thu Nov 16 22:13:31 +0000 2017
2328492,Trying to work on multiple design projects tonight ... system keeps crashing though. Thoughts ?,"Hi Bobby, which Adobe apps &amp; version are you using when the crash happens? Can you please follow us &amp; send us a DM with details for this issue? We can loop in our expert to help. ^SV",Mon Nov 13 03:44:57 +0000 2017
1848454,Photoshop CC running on the latest Windows. All my smart objects are no longer available. Can't edit any of my designs.,We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Raj,Thu Oct 19 03:29:25 +0000 2017
2753229,"I do have another Adobe ID, but it’s not letting me sign in with a different ID for Lightroom CC only. I need all other apps on my corporate credentials, and Lightroom on the personal. Signed up with both at the same time of course! How do I do that?","Let me loop in the expert. It is after hour for the expert, they will respond ASAP back in office again, please excuse the delay.^Raj",Tue Nov 21 01:38:34 +0000 2017
260302,,Thanks for the additional information. We're looking into this and will follow up with next steps ASAP. ^AJ,Thu Oct 05 20:53:23 +0000 2017
2209004,I exported and it worked fine but when I imported a new video file then I cut off the audio. After that it was just crackling and it isn’t my pc because I have all the right equipment such as a SSD 16GB Ram GTX 960m and a core i7 processor.,Thanks for the information. We're looking into this and will follow up with next steps ASAP. ^Raj,Fri Nov 10 03:59:58 +0000 2017
304767,it spammed me with the help guide,"Hi, how can we help you with Photoshop? Which version are you using? Could you please provide more details about the issue? Thanks ^NR",Thu Nov 09 11:53:21 +0000 2017
2071226,"With today’s CC release, can I use now use InDesign, Illustrator and PS with High Sierra?","Hi Scott, yes, they are compatible. Please let us know if you have any trouble. ^Britt",Thu Oct 19 01:51:50 +0000 2017
1884341,I just spent 1 1/2 Hours online to resolve and issue and got nowhere! I hate you! Your chat sucks!,"Hi, how can we help? Can you please follow us &amp; send us a private message with your Adobe ID &amp; details for your issue? We can help you.^SV",Mon Oct 23 06:19:28 +0000 2017
